Z110;P2-13A;RM-CLS-0.8X143.5;551;;1;N1RF1;P110;Process;Others;29.300;KG;MOHD AZHAR BIN TAIB;2025-09-26;2025-09-23;IPS12101;223210012108
Z210;D38L;67455-BZ050-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-26;2025-09-23;IPS12105;223210012108
Z210;D38L;67465-BZ070-SG-2;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-26;2025-09-23;IPS12105;223210012108
Z210;P2-30A;PW933718-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-26;2025-09-23;IPS12105;223210012108
Z210;P2-13A;PW935104-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-26;2025-09-23;IPS12105;223210012108
Z210;P2-13A;PW935504-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-26;2025-09-23;IPS12105;223210012108
Z210;P2-13A;PW935215-16 RF;551;;1;N1RF1;P120;Process;Dented;3.000;PCS;MOHD AZHAR BIN TAIB;2025-09-26;2025-09-23;IPS12101;223210012108
Z210;P2-13A;PW935231-32-RF;551;;1;N1RF1;P120;Process;Bending NG;6.000;PCS;MOHD AZHAR BIN TAIB;2025-09-26;2025-09-23;IPS12101;223210012108
Z210;P2-30A;PW933791-92-RF;551;;1;N1RF1;P120;Process;Bending NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-26;2025-09-23;IPS12101;223210012108
