Z110;P2-13A;RM-CLT-1.2X30;551;;1;N1P1;P110;Process;Others;2.500;KG;MOHD AZHAR BIN TAIB;2026-05-14;2026-05-04;IPS12105;223210013235
Z210;P2-13A;PW935212-RF;551;;1;N1RF1;P120;Process;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2026-05-14;2026-05-04;IPS12101;223210013235
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2026-05-14;2026-05-04;IPS12101;223210013235
Z210;P2-30A;PW932577-RF;551;;1;N1RF1;P120;Process;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2026-05-14;2026-05-04;IPS12101;223210013235
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Process;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2026-05-14;2026-05-04;IPS12101;223210013235
Z210;P2-30A;PW933800-RF;551;;1;N1RF1;P120;Process;Hole NG;17.000;PCS;MOHD AZHAR BIN TAIB;2026-05-14;2026-05-04;IPS12101;223210013235
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;Hole NG;17.000;PCS;MOHD AZHAR BIN TAIB;2026-05-14;2026-05-04;IPS12101;223210013235
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;4.000;PCS;MOHD AZHAR BIN TAIB;2026-05-14;2026-05-04;IPS12101;223210013235
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2026-05-14;2026-05-04;IPS12101;223210013235
