Z210;D63D;67457-BZ110-SG;551;;1;N1P1;P120;Process;THREAD NG;18.000;PCS;MOHD AZHAR BIN TAIB;2025-08-21;2025-08-04;IPS12105;223210011841
Z210;P2-30A;PW932578-RF;551;;1;N1RF1;P120;Setting;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-08-21;2025-08-04;IPS12101;223210011841
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Setting;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-08-21;2025-08-04;IPS12101;223210011841
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Setting;Cutting NG;10.000;PCS;MOHD AZHAR BIN TAIB;2025-08-21;2025-08-04;IPS12101;223210011841
Z210;P2-30A;PW933794-RF;551;;1;N1RF2;P120;Setting;Cutting NG;20.000;PCS;MOHD AZHAR BIN TAIB;2025-08-21;2025-08-04;IPS12101;223210011841
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Setting;Cutting NG;5.000;PCS;MOHD AZHAR BIN TAIB;2025-08-21;2025-08-04;IPS12101;223210011841
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Setting;Cutting NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-08-21;2025-08-04;IPS12101;223210011841
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Setting;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-08-21;2025-08-04;IPS12101;223210011841
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Setting;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-08-21;2025-08-04;IPS12101;223210011841
