Z110;P2-13A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Others;16.300;KG;MOHD AZHAR BIN TAIB;2026-04-27;2026-04-18;IPS12101;223210013166
Z210;P2-13A;PW935215-16 RF;551;;1;N1RF1;P120;Process;Dented;7.000;PCS;MOHD AZHAR BIN TAIB;2026-04-27;2026-04-18;IPS12101;223210013166
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2026-04-27;2026-04-18;IPS12101;223210013166
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2026-04-27;2026-04-18;IPS12101;223210013166
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2026-04-27;2026-04-18;IPS12101;223210013166
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2026-04-27;2026-04-18;IPS12101;223210013166
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2026-04-27;2026-04-18;IPS12101;223210013166
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;Hump;4.000;PCS;MOHD AZHAR BIN TAIB;2026-04-27;2026-04-18;IPS12101;223210013166
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Hump;4.000;PCS;MOHD AZHAR BIN TAIB;2026-04-27;2026-04-18;IPS12101;223210013166
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;5.000;PCS;MOHD AZHAR BIN TAIB;2026-04-27;2026-04-18;IPS12101;223210013166
