Z210;D63D;67457-BZ110-SG;551;;1;N1P1;P120;Process;THREAD NG;1.000;PCS;MOHD AZHAR BIN TAIB;2026-05-15;2026-05-07;IPS12105;223210013249
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2026-05-15;2026-05-07;IPS12101;223210013249
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Cutting NG;5.000;PCS;MOHD AZHAR BIN TAIB;2026-05-15;2026-05-07;IPS12101;223210013249
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;7.000;PCS;MOHD AZHAR BIN TAIB;2026-05-15;2026-05-07;IPS12101;223210013249
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2026-05-15;2026-05-07;IPS12101;223210013249
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2026-05-15;2026-05-07;IPS12101;223210013249
Z210;P2-30A;PW932578-RF;551;;1;N1RF1;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2026-05-15;2026-05-07;IPS12101;223210013249
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2026-05-15;2026-05-07;IPS12101;223210013249
