Z210;D63D;67457-BZ110-SG;551;;1;N1P1;P120;Process;THREAD NG;13.000;PCS;MOHD AZHAR BIN TAIB;2026-03-31;2026-03-30;IPS12105;223210013025
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Setting;Body NG;4.000;PCS;MOHD AZHAR BIN TAIB;2026-03-31;2026-03-30;IPS12101;223210013025
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Setting;Body NG;4.000;PCS;MOHD AZHAR BIN TAIB;2026-03-31;2026-03-30;IPS12101;223210013025
Z210;P2-13A;PW935231-32-RF;551;;1;N1RF1;P120;Setting;Body NG;4.000;PCS;MOHD AZHAR BIN TAIB;2026-03-31;2026-03-30;IPS12101;223210013025
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;Hump;11.000;PCS;MOHD AZHAR BIN TAIB;2026-03-31;2026-03-30;IPS12101;223210013025
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Hump;5.000;PCS;MOHD AZHAR BIN TAIB;2026-03-31;2026-03-30;IPS12101;223210013025
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2026-03-31;2026-03-30;IPS12101;223210013025
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2026-03-31;2026-03-30;IPS12101;223210013025
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2026-03-31;2026-03-30;IPS12101;223210013025
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2026-03-31;2026-03-30;IPS12101;223210013025
