Z210;D63D;67458-BZ110-SG;551;;1;N1P1;P120;Process;THREAD NG;2.000;PCS;MOHD AZHAR BIN TAIB;2026-06-16;2026-06-10;IPS12105;223210013447
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;Crimping NG;5.000;PCS;MOHD AZHAR BIN TAIB;2026-06-16;2026-06-10;IPS12101;223210013447
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;Crimping NG;10.000;PCS;MOHD AZHAR BIN TAIB;2026-06-16;2026-06-10;IPS12101;223210013447
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Crimping NG;15.000;PCS;MOHD AZHAR BIN TAIB;2026-06-16;2026-06-10;IPS12101;223210013447
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;Hump;3.000;PCS;MOHD AZHAR BIN TAIB;2026-06-16;2026-06-10;IPS12101;223210013447
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Hump;3.000;PCS;MOHD AZHAR BIN TAIB;2026-06-16;2026-06-10;IPS12101;223210013447
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;3.000;PCS;MOHD AZHAR BIN TAIB;2026-06-16;2026-06-10;IPS12101;223210013447
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Cutting NG;4.000;PCS;MOHD AZHAR BIN TAIB;2026-06-16;2026-06-10;IPS12101;223210013447
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Process;Cutting NG;3.000;PCS;MOHD AZHAR BIN TAIB;2026-06-16;2026-06-10;IPS12101;223210013447
