Z310;405D;75720-0A100;551;;2200;P130;Setting;Dented;53.000;PCS;MOHD AZHAR BIN TAIB;2025-10-10;2025-10-10;IPS12203;223410000537
Z310;405D;75740-0A100;551;;2200;P130;Setting;Dented;22.000;PCS;MOHD AZHAR BIN TAIB;2025-10-10;2025-10-10;IPS12203;223410000537
Z310;D55L;68162BZ240;551;;2200;P130;Setting;Nylon Pile;47.000;PCS;MOHD AZHAR BIN TAIB;2025-10-10;2025-10-10;IPS12203;223410000537
Z310;D27A;68162BZ230;551;;2200;P130;Setting;Others;13.000;PCS;MOHD AZHAR BIN TAIB;2025-10-10;2025-10-10;IPS12203;223410000537
Z310;T00;72875T04T010M2;551;;2200;P130;Setting;Nylon Pile;60.000;PCS;MOHD AZHAR BIN TAIB;2025-10-10;2025-10-10;IPS12203;223410000537
Z310;405D;75720-0A100;551;;2200;P130;Setting;Others;71.000;PCS;MOHD AZHAR BIN TAIB;2025-10-10;2025-10-10;IPS12203;223410000537
Z310;D55L;68163BZ240;551;;2200;P130;Setting;Over Flock;37.000;PCS;MOHD AZHAR BIN TAIB;2025-10-10;2025-10-10;IPS12203;223410000537
Z310;T00;72335T04T010M2;551;;2200;P130;Setting;Over Flock;12.000;PCS;MOHD AZHAR BIN TAIB;2025-10-10;2025-10-10;IPS12203;223410000537
Z310;T00;72950T00T010M1;551;;2200;P130;Setting;Others;32.000;PCS;MOHD AZHAR BIN TAIB;2025-10-10;2025-10-10;IPS12203;223410000537
Z310;D55L;68172BZ170;551;;2200;P130;Setting;Over Flock;25.000;PCS;MOHD AZHAR BIN TAIB;2025-10-10;2025-10-10;IPS12203;223410000537
Z310;D74A;68171BZ300;551;;2200;P130;Setting;Dented;17.000;PCS;MOHD AZHAR BIN TAIB;2025-10-10;2025-10-10;IPS12203;223410000537
Z310;D74A;68174BZ300;551;;2200;P130;Setting;Dented;3.000;PCS;MOHD AZHAR BIN TAIB;2025-10-10;2025-10-10;IPS12203;223410000537
Z310;D74A;68173BZ300;551;;2200;P130;Setting;Dented;1.000;PCS;MOHD AZHAR BIN TAIB;2025-10-10;2025-10-10;IPS12203;223410000537
