Z310;D55L;68164BZ230;551;;2200;P130;Setting;Over Flock;52.000;PCS;MOHD AZHAR BIN TAIB;2025-07-29;2025-07-29;IPS12203;223410000506
Z310;D74A;68171BZ300;551;;2200;P130;Setting;Others;4.000;PCS;MOHD AZHAR BIN TAIB;2025-07-29;2025-07-29;IPS12203;223410000506
Z310;D74A;68172BZ300;551;;2200;P130;Setting;Others;10.000;PCS;MOHD AZHAR BIN TAIB;2025-07-29;2025-07-29;IPS12203;223410000506
Z310;3M0A;723353M4T010M2;551;;2200;P130;Setting;Nylon Pile;60.000;PCS;MOHD AZHAR BIN TAIB;2025-07-29;2025-07-29;IPS12203;223410000506
Z310;3M0A;728753M4T010M2;551;;2200;P130;Setting;Nylon Pile;63.000;PCS;MOHD AZHAR BIN TAIB;2025-07-29;2025-07-29;IPS12203;223410000506
Z310;D55L;68163BZ240;551;;2200;P130;Setting;Nylon Pile;40.000;PCS;MOHD AZHAR BIN TAIB;2025-07-29;2025-07-29;IPS12203;223410000506
Z310;D74A;68174BZ300;551;;2200;P130;Setting;Nylon Pile;6.000;PCS;MOHD AZHAR BIN TAIB;2025-07-29;2025-07-29;IPS12203;223410000506
Z310;D27A;68172BZ230;551;;2200;P130;Setting;Nylon Pile;60.000;PCS;MOHD AZHAR BIN TAIB;2025-07-29;2025-07-29;IPS12203;223410000506
Z310;D27A;75551BZ210;551;;2200;P130;Setting;Scratch;16.000;PCS;MOHD AZHAR BIN TAIB;2025-07-29;2025-07-29;IPS12203;223410000506
Z310;D27A;75552BZ200;551;;2200;P130;Setting;Scratch;22.000;PCS;MOHD AZHAR BIN TAIB;2025-07-29;2025-07-29;IPS12203;223410000506
Z310;D27A;68162BZ220;551;;2200;P130;Setting;Over Flock;20.000;PCS;MOHD AZHAR BIN TAIB;2025-07-29;2025-07-29;IPS12203;223410000506
Z310;405D;75710-0A100;551;;2200;P130;Setting;Dented;47.000;PCS;MOHD AZHAR BIN TAIB;2025-07-29;2025-07-29;IPS12203;223410000506
Z310;D27A;68162BZ220;551;;2200;P130;Setting;Dented;17.000;PCS;MOHD AZHAR BIN TAIB;2025-07-29;2025-07-29;IPS12203;223410000506
Z310;D27A;68164BZ210;551;;2200;P130;Setting;Dented;7.000;PCS;MOHD AZHAR BIN TAIB;2025-07-29;2025-07-29;IPS12203;223410000506
