Z110;P2-13A;RM-CLT-1.2X30;551;;1;N1P1;P110;Process;Others;1.200;KG;MOHD AZHAR BIN TAIB;2025-09-22;2025-09-08;IPS12105;223210012043
Z210;P2-13A;PW935231-32-RF;551;;1;N1RF1;P120;Setting;Body NG;14.000;PCS;MOHD AZHAR BIN TAIB;2025-09-22;2025-09-08;IPS12101;223210012043
Z210;P2-31A;PW935699-RF;551;;1;N1RF1;P120;Process;Welding NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-22;2025-09-08;IPS12101;223210012043
Z210;P2-31A;PW935701-RF;551;;1;N1RF2;P120;Process;Welding NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-22;2025-09-08;IPS12101;223210012043
Z210;P2-30A;PW933793-RF;551;;1;N1RF1;P120;Process;Welding NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-22;2025-09-08;IPS12101;223210012043
Z210;P2-30A;PW933794-RF;551;;1;N1RF1;P120;Process;Welding NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-22;2025-09-08;IPS12101;223210012043
Z210;P2-30A;PW933795-96-SG;551;;1;N1P1;P120;Process;Welding NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-22;2025-09-08;IPS12105;223210012043
Z210;P2-30A;PW933791-92-RF;551;;1;N1RF1;P120;Process;Welding NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-22;2025-09-08;IPS12101;223210012043
Z210;P2-13A;PW935212-RF;551;;1;N1RF1;P120;Process;Hump;6.000;PCS;MOHD AZHAR BIN TAIB;2025-09-22;2025-09-08;IPS12101;223210012043
