Z110;P2-13A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Others;76.100;KG;MOHD AZHAR BIN TAIB;2026-01-30;2026-01-29;IPS12101;223210012781
Z210;P2-13A;PW935212-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2026-01-30;2026-01-29;IPS12101;223210012781
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2026-01-30;2026-01-29;IPS12101;223210012781
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2026-01-30;2026-01-29;IPS12101;223210012781
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2026-01-30;2026-01-29;IPS12101;223210012781
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;Welding NG;12.000;PCS;MOHD AZHAR BIN TAIB;2026-01-30;2026-01-29;IPS12101;223210012781
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Welding NG;12.000;PCS;MOHD AZHAR BIN TAIB;2026-01-30;2026-01-29;IPS12101;223210012781
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Cutting NG;10.000;PCS;MOHD AZHAR BIN TAIB;2026-01-30;2026-01-29;IPS12101;223210012781
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;Cutting NG;7.000;PCS;MOHD AZHAR BIN TAIB;2026-01-30;2026-01-29;IPS12101;223210012781
