Z210;D92A;67457-BZ180-SGP3;551;;1;N1P3;P120;Setting;D-Test;12.000;PCS;MOHD AZHAR BIN TAIB;2026-02-26;2026-02-10;IPS12105;223210012875
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2026-02-26;2026-02-10;IPS12101;223210012875
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2026-02-26;2026-02-10;IPS12101;223210012875
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2026-02-26;2026-02-10;IPS12101;223210012875
Z210;P2-13A;PW935212-RF;551;;1;N1RF1;P120;Process;Dented;3.000;PCS;MOHD AZHAR BIN TAIB;2026-02-26;2026-02-10;IPS12101;223210012875
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;Dented;3.000;PCS;MOHD AZHAR BIN TAIB;2026-02-26;2026-02-10;IPS12101;223210012875
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2026-02-26;2026-02-10;IPS12101;223210012875
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2026-02-26;2026-02-10;IPS12101;223210012875
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Cutting NG;3.000;PCS;MOHD AZHAR BIN TAIB;2026-02-26;2026-02-10;IPS12101;223210012875
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Cutting NG;8.000;PCS;MOHD AZHAR BIN TAIB;2026-02-26;2026-02-10;IPS12101;223210012875
