Z210;D63D;67457-BZ110-SG;551;;1;N1P1;P120;Process;THREAD NG;7.000;PCS;MOHD AZHAR BIN TAIB;2026-02-20;2026-02-02;IPS12105;223210012839
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Hump;5.000;PCS;MOHD AZHAR BIN TAIB;2026-02-20;2026-02-02;IPS12101;223210012839
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;Welding NG;3.000;PCS;MOHD AZHAR BIN TAIB;2026-02-20;2026-02-02;IPS12101;223210012839
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Welding NG;3.000;PCS;MOHD AZHAR BIN TAIB;2026-02-20;2026-02-02;IPS12101;223210012839
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Cutting NG;5.000;PCS;MOHD AZHAR BIN TAIB;2026-02-20;2026-02-02;IPS12101;223210012839
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;Cutting NG;10.000;PCS;MOHD AZHAR BIN TAIB;2026-02-20;2026-02-02;IPS12101;223210012839
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Cutting NG;10.000;PCS;MOHD AZHAR BIN TAIB;2026-02-20;2026-02-02;IPS12101;223210012839
Z210;P2-13A;PW935228-RF;551;;1;N1RF2;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2026-02-20;2026-02-02;IPS12101;223210012839
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2026-02-20;2026-02-02;IPS12101;223210012839
