Z210;D63D;67458-BZ110-SG;551;;1;N1P1;P120;Process;THREAD NG;1.000;PCS;MOHD AZHAR BIN TAIB;2025-08-26;2025-08-11;IPS12105;223210011879
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-08-26;2025-08-11;IPS12101;223210011879
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2025-08-26;2025-08-11;IPS12101;223210011879
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-08-26;2025-08-11;IPS12101;223210011879
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-08-26;2025-08-11;IPS12101;223210011879
Z210;P2-30A;PW932577-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-08-26;2025-08-11;IPS12101;223210011879
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-08-26;2025-08-11;IPS12101;223210011879
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;10.000;PCS;MOHD AZHAR BIN TAIB;2025-08-26;2025-08-11;IPS12101;223210011879
Z110;P2-13A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Others;130.300;KG;MOHD AZHAR BIN TAIB;2025-08-26;2025-08-11;IPS12101;223210011879
