Z210;D63D;67457-BZ110-SG;551;;1;N1P1;P120;Process;THREAD NG;3.000;PCS;MOHD AZHAR BIN TAIB;2026-04-23;2026-04-13;IPS12105;223210013139
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Welding NG;10.000;PCS;MOHD AZHAR BIN TAIB;2026-04-23;2026-04-13;IPS12101;223210013139
Z210;P2-13A;PW935231-32-RF;551;;1;N1RF1;P120;Process;Welding NG;10.000;PCS;MOHD AZHAR BIN TAIB;2026-04-23;2026-04-13;IPS12101;223210013139
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;Dented;28.000;PCS;MOHD AZHAR BIN TAIB;2026-04-23;2026-04-13;IPS12101;223210013139
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Dented;28.000;PCS;MOHD AZHAR BIN TAIB;2026-04-23;2026-04-13;IPS12101;223210013139
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;Crimping NG;15.000;PCS;MOHD AZHAR BIN TAIB;2026-04-23;2026-04-13;IPS12101;223210013139
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Crimping NG;15.000;PCS;MOHD AZHAR BIN TAIB;2026-04-23;2026-04-13;IPS12101;223210013139
Z210;P2-13A;PW935212-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2026-04-23;2026-04-13;IPS12101;223210013139
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2026-04-23;2026-04-13;IPS12101;223210013139
