Z210;D63D;67458-BZ110-SG;551;;1;N1P1;P120;Process;THREAD NG;4.000;PCS;MOHD AZHAR BIN TAIB;2025-11-25;2025-11-20;IPS12105;223210012412
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-11-25;2025-11-20;IPS12101;223210012412
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-11-25;2025-11-20;IPS12101;223210012412
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-11-25;2025-11-20;IPS12101;223210012412
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-11-25;2025-11-20;IPS12101;223210012412
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-11-25;2025-11-20;IPS12101;223210012412
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;11.000;PCS;MOHD AZHAR BIN TAIB;2025-11-25;2025-11-20;IPS12101;223210012412
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Cutting NG;5.000;PCS;MOHD AZHAR BIN TAIB;2025-11-25;2025-11-20;IPS12101;223210012412
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Cutting NG;5.000;PCS;MOHD AZHAR BIN TAIB;2025-11-25;2025-11-20;IPS12101;223210012412
