Z110;P2-13A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Others;29.200;KG;MOHD AZHAR BIN TAIB;2026-04-29;2026-04-27;IPS12101;223210013200
Z210;D27A;67457-BZ160-SGP3;551;;1;N1P3;P120;Setting;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2026-04-29;2026-04-27;IPS12105;223210013200
Z210;D27A;67458-BZ150-SGP3;551;;1;N1P3;P120;Setting;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2026-04-29;2026-04-27;IPS12105;223210013200
Z210;D27A;67455-BZ020-SG;551;;1;N1P1;P120;Setting;D-Test;5.000;PCS;MOHD AZHAR BIN TAIB;2026-04-29;2026-04-27;IPS12105;223210013200
Z210;D55L;67467-BZ230-SG;551;;1;N1P1;P120;Setting;D-Test;6.000;PCS;MOHD AZHAR BIN TAIB;2026-04-29;2026-04-27;IPS12105;223210013200
Z210;D55L;67463-BZ180-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2026-04-29;2026-04-27;IPS12105;223210013200
Z210;D66B;67455-BZ110-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2026-04-29;2026-04-27;IPS12105;223210013200
Z210;D66B;67453-BZ190-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2026-04-29;2026-04-27;IPS12105;223210013200
Z210;D66B;67463-BZ220-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2026-04-29;2026-04-27;IPS12105;223210013200
