Z210;D63D;67458-BZ110-SG;551;;1;N1P1;P120;Process;THREAD NG;5.000;PCS;MOHD AZHAR BIN TAIB;2026-01-13;2026-01-06;IPS12105;223210012663
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;Hump;7.000;PCS;MOHD AZHAR BIN TAIB;2026-01-13;2026-01-06;IPS12101;223210012663
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Hump;7.000;PCS;MOHD AZHAR BIN TAIB;2026-01-13;2026-01-06;IPS12101;223210012663
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;Welding NG;2.000;PCS;MOHD AZHAR BIN TAIB;2026-01-13;2026-01-06;IPS12101;223210012663
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Welding NG;2.000;PCS;MOHD AZHAR BIN TAIB;2026-01-13;2026-01-06;IPS12101;223210012663
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;Welding NG;1.000;PCS;MOHD AZHAR BIN TAIB;2026-01-13;2026-01-06;IPS12101;223210012663
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Welding NG;1.000;PCS;MOHD AZHAR BIN TAIB;2026-01-13;2026-01-06;IPS12101;223210012663
Z210;P2-13A;PW935231-32-RF;551;;1;N1RF1;P120;Process;Welding NG;2.000;PCS;MOHD AZHAR BIN TAIB;2026-01-13;2026-01-06;IPS12101;223210012663
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;MOHD AZHAR BIN TAIB;2026-01-13;2026-01-06;IPS12101;223210012663
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;MOHD AZHAR BIN TAIB;2026-01-13;2026-01-06;IPS12101;223210012663
