Z110;D74A;RM-CLG-0.8X44.5N1;551;;1;N1RF2;P110;Process;Others;1.100;KG;MOHD AZHAR BIN TAIB;2025-11-14;2025-11-05;IPS12101;223210012341
Z210;D74A;67457-BZ200-SG;551;;1;N1P1;P120;Process;THREAD NG;15.000;PCS;MOHD AZHAR BIN TAIB;2025-11-14;2025-11-05;IPS12105;223210012341
Z210;P2-13A;PW935212-RF;551;;1;N1RF1;P120;Process;Hump;19.000;PCS;MOHD AZHAR BIN TAIB;2025-11-14;2025-11-05;IPS12101;223210012341
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;Hump;19.000;PCS;MOHD AZHAR BIN TAIB;2025-11-14;2025-11-05;IPS12101;223210012341
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-11-14;2025-11-05;IPS12101;223210012341
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-11-14;2025-11-05;IPS12101;223210012341
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-11-14;2025-11-05;IPS12101;223210012341
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-11-14;2025-11-05;IPS12101;223210012341
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-11-14;2025-11-05;IPS12101;223210012341
