Z110;D92A;RM-CLG-0.8X44.5N1;551;;1;N1RF2;P110;Process;Others;2.100;KG;MOHD AZHAR BIN TAIB;2025-09-24;2025-09-17;IPS12101;223210012079
Z210;P2-13A;PW935104-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-24;2025-09-17;IPS12105;223210012079
Z210;P2-13A;PW935504-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-24;2025-09-17;IPS12105;223210012079
Z210;P2-13A;PW935103-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-24;2025-09-17;IPS12105;223210012079
Z210;P2-13A;PW935249-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-24;2025-09-17;IPS12105;223210012079
Z210;P2-13A;PW935503-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2025-09-24;2025-09-17;IPS12105;223210012079
Z210;P2-13A;PW935215-16 RF;551;;1;N1RF1;P120;Process;Bending NG;3.000;PCS;MOHD AZHAR BIN TAIB;2025-09-24;2025-09-17;IPS12101;223210012079
Z210;P2-13A;PW935231-32-RF;551;;1;N1RF1;P120;Process;Bending NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-24;2025-09-17;IPS12101;223210012079
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-09-24;2025-09-17;IPS12101;223210012079
