HAFIZ;05-08-2026;2200;N/S;W130;W132;PW935209;30.000;PCS;311;226110004155
HAFIZ;05-08-2026;2200;N/S;W130;W132;PW935225;30.000;PCS;311;226110004155
HAFIZ;05-08-2026;2200;N/S;W130;W132;PW935226;30.000;PCS;311;226110004155
HAFIZ;05-08-2026;2200;N/S;W130;W132;PW935038;60.000;PCS;311;226110004155
HAFIZ;05-08-2026;2200;N/S;W130;W132;PW935505;400.000;PCS;311;226110004155
HAFIZ;05-08-2026;2200;N/S;W130;W132;PW935506;300.000;PCS;311;226110004155
HAFIZ;05-08-2026;2200;N/S;W130;W132;PW935508;180.000;PCS;311;226110004155
HAFIZ;05-08-2026;2200;N/S;W130;W132;PW935192;90.000;PCS;311;226110004155
HAFIZ;05-08-2026;2200;N/S;W130;W132;PW937117;60.000;PCS;311;226110004155
HAFIZ;05-08-2026;2200;N/S;W130;W132;PW937118;90.000;PCS;311;226110004155
