1;REL;2200;1;N1G6;220000082348;67408-BZ150-SA;SFG-AY D55L RR DR WINDOW DIV LH;20210330;D/S;500.000;PCS
2;REL;2200;1;N1G6;220000082347;67407-BZ150-SA;SFG-AY D55L RR DR WINDOW DIV RH;20210330;D/S;100.000;PCS
