;2200;N1TPX2;RM-TPO-LVA0315C;551;;2.000;KG;;;P120;Scrap;2018-02-21;11:55:55;2018-02-21;12:02:47;p1475
;2200;N1TPX2;RM-TPO-EVP0011B;551;;45.000;KG;;;P120;Scrap;2018-02-21;12:02:31;2018-02-21;12:02:47;p1475
