AKI;27-12-2018;2200;N/S;W120;;PW935507-SA;120.000;PCS;541;220500000165
AKI;27-12-2018;2200;N/S;W120;;PW935507-SA;60.000;PCS;541;220500000165
AKI;27-12-2018;2200;N/S;W120;;PW935191-SA;30.000;PCS;541;220500000165
AKI;27-12-2018;2200;N/S;W120;;PW935192-SA;49.000;PCS;541;220500000165
AKI;27-12-2018;2200;N/S;W120;;PW932659-SA;18.000;PCS;541;220500000165
AKI;27-12-2018;2200;N/S;W120;;67407-BZ170-SA;47.000;PCS;541;220500000165
AKI;27-12-2018;2200;N/S;W120;;67408-BZ170-SA;70.000;PCS;541;220500000165
AKI;27-12-2018;2200;N/S;W120;;67407-BZ140-SA;34.000;PCS;541;220500000165
AKI;27-12-2018;2200;N/S;W120;;67408-BZ140-SA;20.000;PCS;541;220500000165
AKI;27-12-2018;2200;N/S;W120;;67407-BZ130-SA;20.000;PCS;541;220500000165
AKI;27-12-2018;2200;N/S;W120;;67408-BZ130-SA;40.000;PCS;541;220500000165
