PADIL;21-07-2020;2200;N/S;W120;100186;67407-BZ140-SA;380.000;PCS;541;225110000841
PADIL;21-07-2020;2200;N/S;W120;100186;67407-BZ170-SA;450.000;PCS;541;225110000841
PADIL;21-07-2020;2200;N/S;W120;100186;67408-BZ170-SA;400.000;PCS;541;225110000841
PADIL;21-07-2020;2200;N/S;W120;100186;PW932660-SA;210.000;PCS;541;225110000841
PADIL;21-07-2020;2200;N/S;W120;100186;PW935191-SA;480.000;PCS;541;225110000841
PADIL;21-07-2020;2200;N/S;W120;100186;PW935192-SA;420.000;PCS;541;225110000841
PADIL;21-07-2020;2200;N/S;W120;100186;PW935505-SA;400.000;PCS;541;225110000841
PADIL;21-07-2020;2200;N/S;W120;100186;PW935506-SA;850.000;PCS;541;225110000841
PADIL;21-07-2020;2200;N/S;W120;100186;PW935507-SA;180.000;PCS;541;225110000841
PADIL;21-07-2020;2200;N/S;W120;100186;PW935508-SA;300.000;PCS;541;225110000841
PADIL;21-07-2020;2200;N/S;W110;100186;PP-CAP-PW935251;2000.000;PCS;541;225110000841
PADIL;21-07-2020;2200;N/S;W110;100186;PP-CAP-PW935252;2000.000;PCS;541;225110000841
PADIL;21-07-2020;2200;N/S;W110;100186;PP-CAP-PW935197;2000.000;PCS;541;225110000841
PADIL;21-07-2020;2200;N/S;W110;100186;PP-CAP-PW935198;2000.000;PCS;541;225110000841
PADIL;21-07-2020;2200;N/S;W110;100186;PP-CAP-PW933723;400.000;PCS;541;225110000841
PADIL;21-07-2020;2200;N/S;W110;100186;PP-CAP-PW933724;400.000;PCS;541;225110000841
