HAIKAL;06-11-2021;2200;N/S;P130;W130;72875T8CT010M1;30.000;PCS;1 of 10;220000089990;311;224310041382
HAIKAL;06-11-2021;2200;N/S;PCS;W130;P130;2.000;;;05-11-2021;311;224310041382
HAIKAL;06-11-2021;2200;N/S;P130;W130;72875T8CT010M1;30.000;PCS;3 of 10;220000089990;311;224310041382
HAIKAL;06-11-2021;2200;N/S;P130;W130;72875T8CT010M1;30.000;PCS;4 of 10;220000089990;311;224310041382
HAIKAL;06-11-2021;2200;N/S;P130;W130;72875T8CT010M1;30.000;PCS;5 of 10;220000089990;311;224310041382
HAIKAL;06-11-2021;2200;N/S;30.000;W130;PCS;5.000;6 OF 10;;P130;311;224310041382
HAIKAL;06-11-2021;2200;N/S;D/S;W130;30.000;5.000;05-11-2021;;PCS;311;224310041382
HAIKAL;06-11-2021;2200;N/S;P130;W130;72875T8CT010M1;30.000;PCS;8 of 10;220000089990;311;224310041382
HAIKAL;06-11-2021;2200;N/S;P130;W130;72875T8CT010M1;30.000;PCS;9 of 10;220000089990;311;224310041382
