QAYYUM;05-11-2021;2200;N/S;;;68162BZ240;40.000;PCS;1 of 2;220000089996;311;224310041316
QAYYUM;05-11-2021;2200;N/S;;;68162BZ240;40.000;PCS;2 of 2;220000089996;311;224310041316
