1;REL;2200;1;N1G7;220000081774;67402BZ130;FG-D38L-FRAME SUB ASSY FR DR FR LWR LH;20210318;D/S;720.000;PCS
2;REL;2200;1;N1G7;220000081773;67401BZ120;FG-D38L-FRAME SUB ASSY FR DR FR LWR RH;20210318;D/S;720.000;PCS
