1;REL;2200;1;N1G7;280000079148;67401BZ100;FG-D20N-FRAME SUB ASSY FR DR FR LWR RH;20210223;D/S;600.000;PCS
2;REL;2200;1;N1G7;280000079149;67402BZ110;FG-D20N-FRAME SUB ASSY FR DR FR LWR LH;20210223;D/S;600.000;PCS
