ZAINUDDIN;07-09-2019;2200;N/S;W130;W132;PW932601;150.000;PCS;311;226110000284
ZAINUDDIN;07-09-2019;2200;N/S;W130;W132;PW932602;210.000;PCS;311;226110000284
ZAINUDDIN;07-09-2019;2200;N/S;W130;W132;PW935671;120.000;PCS;311;226110000284
ZAINUDDIN;07-09-2019;2200;N/S;W130;W132;PW935672;210.000;PCS;311;226110000284
ZAINUDDIN;07-09-2019;2200;N/S;W130;W132;PW945122;180.000;PCS;311;226110000284
ZAINUDDIN;07-09-2019;2200;N/S;W130;W132;PW944182;90.000;PCS;311;226110000284
ZAINUDDIN;07-09-2019;2200;N/S;W130;W132;PW935191;300.000;PCS;311;226110000284
ZAINUDDIN;07-09-2019;2200;N/S;W130;W132;PW935192;210.000;PCS;311;226110000284
ZAINUDDIN;07-09-2019;2200;N/S;W130;W132;PW932563;60.000;PCS;311;226110000284
ZAINUDDIN;07-09-2019;2200;N/S;W130;W132;PW932564;90.000;PCS;311;226110000284
ZAINUDDIN;07-09-2019;2200;N/S;W130;W132;PW935038;90.000;PCS;311;226110000284
ZAINUDDIN;07-09-2019;2200;N/S;W130;W132;PW935037;30.000;PCS;311;226110000284
