Z110;P2-31A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Others;80.900;KG;Shamratul Nahar Mohammad;2025-01-27;2025-01-27;IPS12101;223210010791
Z210;D87A;67455-BZ040-SG;551;;1;N1P1;P120;Setting;D-Test;9.000;PCS;Shamratul Nahar Mohammad;2025-01-27;2025-01-23;IPS12105;223210010791
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2025-01-27;2025-01-23;IPS12101;223210010791
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2025-01-27;2025-01-23;IPS12101;223210010791
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2025-01-27;2025-01-23;IPS12101;223210010791
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;4.000;PCS;Shamratul Nahar Mohammad;2025-01-27;2025-01-23;IPS12101;223210010791
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Cutting NG;1.000;PCS;Shamratul Nahar Mohammad;2025-01-27;2025-01-23;IPS12101;223210010791
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Cutting NG;1.000;PCS;Shamratul Nahar Mohammad;2025-01-27;2025-01-23;IPS12101;223210010791
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2025-01-27;2025-01-23;IPS12101;223210010791
