Z110;P2-13A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Hump;10.700;KG;Shamratul Nahar Mohammad;2023-11-23;2023-11-14;IPS12101;223210008501
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Setting;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-14;IPS12101;223210008501
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Setting;Hump;2.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-14;IPS12101;223210008501
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Setting;Hump;3.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-14;IPS12101;223210008501
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Setting;Dented;1.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-14;IPS12101;223210008501
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Setting;Dented;1.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-14;IPS12101;223210008501
Z210;P2-30A;PW932577-RF;551;;1;N1RF1;P120;Setting;Dented;1.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-14;IPS12101;223210008501
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Setting;Dented;1.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-14;IPS12101;223210008501
Z210;P2-31A;PW935700-RF;551;;1;N1RF1;P120;Setting;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-14;IPS12101;223210008501
Z210;P2-31A;PW935702-RF;551;;1;N1RF2;P120;Setting;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-14;IPS12101;223210008501
