Z210;D27A;67471-BZ010-SG;551;;1;N1P1;P120;Process;THREAD NG;1.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-14;IPS12105;223210008160
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-14;IPS12101;223210008160
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-14;IPS12101;223210008160
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-14;IPS12101;223210008160
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Cutting NG;6.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-14;IPS12101;223210008160
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Cutting NG;3.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-14;IPS12101;223210008160
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;3.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-14;IPS12101;223210008160
Z210;P2-30A;PW933793-RF;551;;1;N1RF1;P120;Process;Cutting NG;2.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-14;IPS12101;223210008160
Z110;P2-13A;RM-CLS-0.8X143.5;551;;1;N1RF1;P120;Process;Dented;32.900;KG;Shamratul Nahar Mohammad;2023-09-21;2023-09-14;IPS12101;223210008160
