Z110;D87A;RM-CLT-1.6X168;551;;1;N1P1;P110;Process;Others;3.000;KG;Shamratul Nahar Mohammad;2025-01-31;2025-01-27;IPS12105;223210010804
Z210;D74A;67457-BZ200-SG;551;;1;N1P1;P120;Process;THREAD NG;2.000;PCS;Shamratul Nahar Mohammad;2025-01-31;2025-01-27;IPS12105;223210010804
Z210;D63D;67457-BZ110-SG;551;;1;N1P1;P120;Process;THREAD NG;1.000;PCS;Shamratul Nahar Mohammad;2025-01-31;2025-01-27;IPS12105;223210010804
Z210;D87A;67467-BZ170-SG;551;;1;N1P1;P120;Process;THREAD NG;11.000;PCS;Shamratul Nahar Mohammad;2025-01-31;2025-01-27;IPS12105;223210010804
Z210;D87A;67455-BZ040-SG;551;;1;N1P1;P120;Setting;D-Test;8.000;PCS;Shamratul Nahar Mohammad;2025-01-31;2025-01-27;IPS12105;223210010804
Z210;D87A;67465-BZ060-SG;551;;1;N1P1;P120;Setting;D-Test;7.000;PCS;Shamratul Nahar Mohammad;2025-01-31;2025-01-27;IPS12105;223210010804
Z210;D92A;67465-BZ120-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2025-01-31;2025-01-27;IPS12105;223210010804
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Setting;Body NG;4.000;PCS;Shamratul Nahar Mohammad;2025-01-31;2025-01-27;IPS12101;223210010804
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;Cutting NG;2.000;PCS;Shamratul Nahar Mohammad;2025-01-31;2025-01-27;IPS12101;223210010804
