Z110;P2-13A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Hump;11.400;KG;Shamratul Nahar Mohammad;2024-02-29;2024-02-26;IPS12101;223210009017
Z210;D87A;67455-BZ040-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2024-02-29;2024-02-26;IPS12105;223210009017
Z210;D87A;67465-BZ060-SG;551;;1;N1P1;P120;Setting;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2024-02-29;2024-02-26;IPS12105;223210009017
Z210;P2-30A;PW933718-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2024-02-29;2024-02-26;IPS12105;223210009017
Z210;P2-13A;PW935103-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2024-02-29;2024-02-26;IPS12105;223210009017
Z210;P2-13A;PW935104-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2024-02-29;2024-02-26;IPS12105;223210009017
Z210;P2-13A;PW935249-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2024-02-29;2024-02-26;IPS12105;223210009017
Z210;P2-13A;PW935250-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2024-02-29;2024-02-26;IPS12105;223210009017
Z210;P2-13A;PW935215-16 RF;551;;1;N1RF1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2024-02-29;2024-02-26;IPS12101;223210009017
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;Welding NG;3.000;PCS;Shamratul Nahar Mohammad;2024-02-29;2024-02-26;IPS12101;223210009017
