Z110;P2-13A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Hump;18.600;KG;Shamratul Nahar Mohammad;2023-09-21;2023-09-11;IPS12101;223210008145
Z210;D92A;67467-BZ250-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-11;IPS12105;223210008145
Z210;D27A;67465-BZ100-SG;551;;1;N1P1;P120;Setting;D-Test;5.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-11;IPS12105;223210008145
Z210;D27A;67462-BZ110-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-11;IPS12105;223210008145
Z210;P2-30A;PW933718-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-11;IPS12105;223210008145
Z210;P2-13A;PW935250-SG;551;;1;N1P1;P120;Setting;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-11;IPS12105;223210008145
Z210;P6-20A;PW838099-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-11;IPS12105;223210008145
Z210;P2-30A;PW933791-92-RF;551;;1;N1RF1;P120;Setting;Bending NG;3.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-11;IPS12101;223210008145
Z210;P2-30A;PW933793-RF;551;;1;N1RF1;P120;Setting;Body NG;1.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-11;IPS12101;223210008145
Z210;P2-30A;PW933795-96-SG;551;;1;N1P1;P120;Setting;Body NG;1.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-11;IPS12105;223210008145
