Z110;P2-30A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Dented;101.100;KG;Shamratul Nahar Mohammad;2023-09-21;2023-09-12;IPS12101;223210008148
Z210;D27A;67465-BZ100-SG;551;;1;N1P1;P120;Setting;D-Test;5.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-12;IPS12105;223210008148
Z210;D38L;67455-BZ050-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-12;IPS12105;223210008148
Z210;P2-30A;PW933718-SG;551;;1;N1P1;P120;Setting;D-Test;4.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-12;IPS12105;223210008148
Z210;P2-13A;PW935215-16 RF;551;;1;N1RF1;P120;Process;Bending NG;11.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-12;IPS12101;223210008148
Z210;P2-13A;PW935231-32-RF;551;;1;N1RF1;P120;Process;Bending NG;1.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-12;IPS12101;223210008148
Z210;P2-31A;PW935700-RF;551;;1;N1RF1;P120;Setting;Body NG;3.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-12;IPS12101;223210008148
Z210;P2-31A;PW935702-RF;551;;1;N1RF2;P120;Setting;Body NG;3.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-12;IPS12101;223210008148
Z210;P2-31A;PW935231-32-RF;551;;1;N1RF1;P120;Setting;Body NG;1.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-12;IPS12101;223210008148
Z210;P2-13A;PW935212-RF;551;;1;N1RF1;P120;Process;Crimping NG;30.000;PCS;Shamratul Nahar Mohammad;2023-09-21;2023-09-12;IPS12101;223210008148
