Z210;D63D;67458-BZ110-SG;551;;1;N1P1;P120;Process;THREAD NG;1.000;PCS;MOHD AZHAR BIN TAIB;2025-05-27;2025-05-21;IPS12105;223210011399
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;Crimping NG;4.000;PCS;MOHD AZHAR BIN TAIB;2025-05-27;2025-05-21;IPS12101;223210011399
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Crimping NG;4.000;PCS;MOHD AZHAR BIN TAIB;2025-05-27;2025-05-21;IPS12101;223210011399
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2025-05-27;2025-05-21;IPS12101;223210011399
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2025-05-27;2025-05-21;IPS12101;223210011399
Z210;P2-13A;PW935212-RF;551;;1;N1RF1;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-05-27;2025-05-21;IPS12101;223210011399
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-05-27;2025-05-21;IPS12101;223210011399
Z210;P2-30A;PW932577-RF;551;;1;N1RF1;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-05-27;2025-05-21;IPS12101;223210011399
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-05-27;2025-05-21;IPS12101;223210011399
