Z110;P2-13A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Hump;45.500;KG;Shamratul Nahar Mohammad;2024-01-18;2024-01-17;IPS12101;223210008811
Z210;D87A;67467-BZ170-SG;551;;1;N1P1;P120;Process;THREAD NG;4.000;PCS;Shamratul Nahar Mohammad;2024-01-18;2024-01-17;IPS12105;223210008811
Z210;D87A;67455-BZ040-SG;551;;1;N1P1;P120;Setting;D-Test;6.000;PCS;Shamratul Nahar Mohammad;2024-01-18;2024-01-17;IPS12105;223210008811
Z210;D87A;67465-BZ060-SG;551;;1;N1P1;P120;Setting;D-Test;4.000;PCS;Shamratul Nahar Mohammad;2024-01-18;2024-01-17;IPS12105;223210008811
Z210;D55L;67463-BZ180-SG;551;;1;N1P1;P120;Setting;D-Test;12.000;PCS;Shamratul Nahar Mohammad;2024-01-18;2024-01-17;IPS12105;223210008811
Z210;D55L;67467-BZ230-SG;551;;1;N1P1;P120;Setting;D-Test;5.000;PCS;Shamratul Nahar Mohammad;2024-01-18;2024-01-17;IPS12105;223210008811
Z210;D55L;67453-BZ140-SG;551;;1;N1P1;P120;Setting;D-Test;4.000;PCS;Shamratul Nahar Mohammad;2024-01-18;2024-01-17;IPS12105;223210008811
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Hump;2.000;PCS;Shamratul Nahar Mohammad;2024-01-18;2024-01-17;IPS12101;223210008811
