Z110;P2-13A;RM-CLS-0.8X143.5;551;;1;N1RF1;P110;Process;Dented;2.000;KG;Shamratul Nahar Mohammad;2023-09-26;2023-09-21;IPS12101;223210008189
Z210;D87A;67465-BZ060-SG;551;;1;N1P1;P120;Setting;D-Test;4.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-21;IPS12105;223210008189
Z210;D27A;67465-BZ100-SG;551;;1;N1P1;P120;Setting;D-Test;6.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-21;IPS12105;223210008189
Z210;D27A;67455-BZ020-SG;551;;1;N1P1;P120;Setting;D-Test;5.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-21;IPS12105;223210008189
Z210;D27A;67462-BZ110-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-21;IPS12105;223210008189
Z210;D27A;67457-BZ160-SGP3;551;;1;N1P3;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-21;IPS12105;223210008189
Z210;D27A;67458-BZ150-SGP3;551;;1;N1P3;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-21;IPS12105;223210008189
Z210;D55L;67467-BZ230-SG;551;;1;N1P1;P120;Setting;D-Test;9.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-21;IPS12105;223210008189
Z210;D55L;67453-BZ140-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-21;IPS12105;223210008189
Z210;D92A;67453-BZ180-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-21;IPS12105;223210008189
