Z110;P2-13A;RM-CLS-0.8X143.5;551;;1;N1RF1;P110;Process;Others;13.500;KG;Shamratul Nahar Mohammad;2024-09-20;2024-09-06;IPS12101;223210010093
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2024-09-20;2024-09-06;IPS12101;223210010093
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2024-09-20;2024-09-06;IPS12101;223210010093
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2024-09-20;2024-09-06;IPS12101;223210010093
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2024-09-20;2024-09-06;IPS12101;223210010093
Z210;P2-13A;PW935231-32-RF;551;;1;N1RF1;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2024-09-20;2024-09-06;IPS12101;223210010093
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;Crimping NG;4.000;PCS;Shamratul Nahar Mohammad;2024-09-20;2024-09-06;IPS12101;223210010093
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Crimping NG;4.000;PCS;Shamratul Nahar Mohammad;2024-09-20;2024-09-06;IPS12101;223210010093
