Z110;P2-13A;RM-CLS-0.7X103;551;;1;N1RF2;P110;Process;Dented;6.000;KG;Shamratul Nahar Mohammad;2024-10-09;2024-10-01;IPS12101;223210010194
Z210;D92A;67465-BZ120-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2024-10-09;2024-10-01;IPS12105;223210010194
Z210;D92A;67453-BZ180-SG;551;;1;N1P1;P120;Setting;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2024-10-09;2024-10-01;IPS12105;223210010194
Z210;D38L;67463-BZ110-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2024-10-09;2024-10-01;IPS12105;223210010194
Z210;P2-30A;PW933718-SG;551;;1;N1P1;P120;Setting;D-Test;5.000;PCS;Shamratul Nahar Mohammad;2024-10-09;2024-10-01;IPS12105;223210010194
Z210;P2-13A;PW935104-SG;551;;1;N1P1;P120;Setting;D-Test;4.000;PCS;Shamratul Nahar Mohammad;2024-10-09;2024-10-01;IPS12105;223210010194
Z210;P2-13A;PW935503-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2024-10-09;2024-10-01;IPS12105;223210010194
Z210;P2-13A;PW935504-SG;551;;1;N1P1;P120;Setting;D-Test;5.000;PCS;Shamratul Nahar Mohammad;2024-10-09;2024-10-01;IPS12105;223210010194
Z210;P2-13A;PW935215-16 RF;551;;1;N1RF1;P120;Process;Bending NG;1.000;PCS;Shamratul Nahar Mohammad;2024-10-09;2024-10-01;IPS12101;223210010194
