Z110;P2-13A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Dented;15.100;KG;Shamratul Nahar Mohammad;2023-07-25;2023-07-24;IPS12101;223210007864
Z210;P2-30A;PW933721-SG;551;;1;N1P1;P120;Process;THREAD NG;3.000;PCS;Shamratul Nahar Mohammad;2023-07-25;2023-07-24;IPS12105;223210007864
Z210;D87A;67455-BZ040-SG;551;;1;N1P1;P120;Setting;D-Test;6.000;PCS;Shamratul Nahar Mohammad;2023-07-25;2023-07-24;IPS12105;223210007864
Z210;D87A;67465-BZ060-SG;551;;1;N1P1;P120;Setting;D-Test;6.000;PCS;Shamratul Nahar Mohammad;2023-07-25;2023-07-24;IPS12105;223210007864
Z210;D55L;67467-BZ230-SG;551;;1;N1P1;P120;Setting;D-Test;9.000;PCS;Shamratul Nahar Mohammad;2023-07-25;2023-07-24;IPS12105;223210007864
Z210;D55L;67463-BZ180-SG;551;;1;N1P1;P120;Setting;D-Test;6.000;PCS;Shamratul Nahar Mohammad;2023-07-25;2023-07-24;IPS12105;223210007864
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Process;Hump;2.000;PCS;Shamratul Nahar Mohammad;2023-07-25;2023-07-24;IPS12101;223210007864
Z210;P2-30A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;3.000;PCS;Shamratul Nahar Mohammad;2023-07-25;2023-07-24;IPS12101;223210007864
