Z210;D87A;67465-BZ060-SG;551;;1;N1P1;P120;Setting;D-Test;8.000;PCS;Shamratul Nahar Mohammad;2023-11-22;2023-11-08;IPS12105;223210008483
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2023-11-22;2023-11-08;IPS12101;223210008483
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2023-11-22;2023-11-08;IPS12101;223210008483
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2023-11-22;2023-11-08;IPS12101;223210008483
Z210;P2-30A;PW932577-RF;551;;1;N1RF1;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2023-11-22;2023-11-08;IPS12101;223210008483
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2023-11-22;2023-11-08;IPS12101;223210008483
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;118.000;PCS;Shamratul Nahar Mohammad;2023-11-22;2023-11-08;IPS12101;223210008483
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF1;P120;Process;Cutting NG;1.000;PCS;Shamratul Nahar Mohammad;2023-11-22;2023-11-08;IPS12101;223210008483
