Z210;D74A;67457-BZ200-SG;551;;1;N1P1;P120;Process;THREAD NG;25.000;PCS;Shamratul Nahar Mohammad;2025-01-15;2025-01-08;IPS12105;223210010718
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Setting;Welding NG;2.000;PCS;Shamratul Nahar Mohammad;2025-01-15;2025-01-08;IPS12101;223210010718
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Setting;Welding NG;2.000;PCS;Shamratul Nahar Mohammad;2025-01-15;2025-01-08;IPS12101;223210010718
Z210;P2-31A;PW935700-RF;551;;1;N1RF1;P120;Setting;Welding NG;2.000;PCS;Shamratul Nahar Mohammad;2025-01-15;2025-01-08;IPS12101;223210010718
Z210;P2-31A;PW935702-RF;551;;1;N1RF2;P120;Setting;Welding NG;2.000;PCS;Shamratul Nahar Mohammad;2025-01-15;2025-01-08;IPS12101;223210010718
Z210;P2-31A;PW935231-32-RF;551;;1;N1RF1;P120;Setting;Welding NG;4.000;PCS;Shamratul Nahar Mohammad;2025-01-15;2025-01-08;IPS12101;223210010718
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;Crimping NG;3.000;PCS;Shamratul Nahar Mohammad;2025-01-15;2025-01-08;IPS12101;223210010718
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;Crimping NG;3.000;PCS;Shamratul Nahar Mohammad;2025-01-15;2025-01-08;IPS12101;223210010718
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Crimping NG;6.000;PCS;Shamratul Nahar Mohammad;2025-01-15;2025-01-08;IPS12101;223210010718
