Z210;D87A;67455-BZ040-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2024-05-15;2024-05-02;IPS12105;223210009377
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;Welding NG;2.000;PCS;Shamratul Nahar Mohammad;2024-05-15;2024-05-02;IPS12101;223210009377
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Welding NG;2.000;PCS;Shamratul Nahar Mohammad;2024-05-15;2024-05-02;IPS12101;223210009377
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-05-15;2024-05-02;IPS12101;223210009377
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-05-15;2024-05-02;IPS12101;223210009377
Z210;P2-31A;PW935700-RF;551;;1;N1RF1;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2024-05-15;2024-05-02;IPS12101;223210009377
Z210;P2-31A;PW935702-RF;551;;1;N1RF2;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2024-05-15;2024-05-02;IPS12101;223210009377
Z210;P2-13A;PW935213-RF;551;;1;N1RF1;P120;Process;Cutting NG;6.000;PCS;Shamratul Nahar Mohammad;2024-05-15;2024-05-02;IPS12101;223210009377
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;Shamratul Nahar Mohammad;2024-05-15;2024-05-02;IPS12101;223210009377
