Z110;P2-13A;RM-CLT-1.2X30;551;;1;N1P1;P110;Process;Others;1.100;KG;Shamratul Nahar Mohammad;2024-08-27;2024-08-23;IPS12105;223210009998
Z210;D27A;67472-BZ040-SG;551;;1;N1P1;P120;Process;THREAD NG;11.000;PCS;Shamratul Nahar Mohammad;2024-08-27;2024-08-23;IPS12105;223210009998
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Cutting NG;1.000;PCS;Shamratul Nahar Mohammad;2024-08-27;2024-08-23;IPS12101;223210009998
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Cutting NG;3.000;PCS;Shamratul Nahar Mohammad;2024-08-27;2024-08-23;IPS12101;223210009998
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;Shamratul Nahar Mohammad;2024-08-27;2024-08-23;IPS12101;223210009998
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;Cutting NG;4.000;PCS;Shamratul Nahar Mohammad;2024-08-27;2024-08-23;IPS12101;223210009998
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;Shamratul Nahar Mohammad;2024-08-27;2024-08-23;IPS12101;223210009998
