Z210;D92A;67453-BZ180-SG;551;;1;N1P1;P120;Setting;D-Test;4.000;PCS;Shamratul Nahar Mohammad;2023-07-20;2023-07-14;IPS12105;223210007825
Z110;P2-13A;RM-CLS-0.7X103;551;;1;N1RF2;P120;Process;Dented;3.000;KG;Shamratul Nahar Mohammad;2023-07-20;2023-07-14;IPS12101;223210007825
Z210;P2-13A;PW935215-16 RF;551;;1;N1RF1;P120;Process;Bending NG;2.000;PCS;Shamratul Nahar Mohammad;2023-07-20;2023-07-14;IPS12101;223210007825
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;Crimping NG;3.000;PCS;Shamratul Nahar Mohammad;2023-07-20;2023-07-14;IPS12101;223210007825
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;Crimping NG;3.000;PCS;Shamratul Nahar Mohammad;2023-07-20;2023-07-14;IPS12101;223210007825
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Crimping NG;6.000;PCS;Shamratul Nahar Mohammad;2023-07-20;2023-07-14;IPS12101;223210007825
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;Hump;2.000;PCS;Shamratul Nahar Mohammad;2023-07-20;2023-07-14;IPS12101;223210007825
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Hump;2.000;PCS;Shamratul Nahar Mohammad;2023-07-20;2023-07-14;IPS12101;223210007825
