Z110;P2-13A;RM-CLT-1.2X30;551;;1;N1P1;P110;Process;Others;2.000;KG;MOHD AZHAR BIN TAIB;2025-06-17;2025-06-13;IPS12105;223210011507
Z210;D27A;67455-BZ020-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-06-17;2025-06-13;IPS12105;223210011507
Z210;D55L;67453-BZ140-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2025-06-17;2025-06-13;IPS12105;223210011507
Z210;D55L;67463-BZ180-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2025-06-17;2025-06-13;IPS12105;223210011507
Z210;D55L;67462-BZ090-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2025-06-17;2025-06-13;IPS12105;223210011507
Z210;D55L;67467-BZ230-SG;551;;1;N1P1;P120;Setting;D-Test;4.000;PCS;MOHD AZHAR BIN TAIB;2025-06-17;2025-06-13;IPS12105;223210011507
Z210;P2-30A;PW933718-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-06-17;2025-06-13;IPS12105;223210011507
Z210;P2-13A;PW935103-SG;551;;1;N1P1;P120;Setting;D-Test;4.000;PCS;MOHD AZHAR BIN TAIB;2025-06-17;2025-06-13;IPS12105;223210011507
