Z210;D87A;67467-BZ170-SG;551;;1;N1P1;P120;Process;THREAD NG;10.000;PCS;Shamratul Nahar Mohammad;2024-01-11;2024-01-10;IPS12105;223210008776
Z210;P2-13A;PW935215-16 RF;551;;1;N1RF1;P120;Process;Bending NG;3.000;PCS;Shamratul Nahar Mohammad;2024-01-11;2024-01-10;IPS12101;223210008776
Z210;P2-31A;PW935700-RF;551;;1;N1RF1;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2024-01-11;2024-01-10;IPS12101;223210008776
Z210;P2-31A;PW935702-RF;551;;1;N1RF2;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2024-01-11;2024-01-10;IPS12101;223210008776
Z210;P2-31A;PW935594-RF;551;;1;N1RF1;P120;Setting;Body NG;2.000;PCS;Shamratul Nahar Mohammad;2024-01-11;2024-01-10;IPS12101;223210008776
Z210;P2-31A;PW935596-RF;551;;1;N1RF2;P120;Setting;Body NG;2.000;PCS;Shamratul Nahar Mohammad;2024-01-11;2024-01-10;IPS12101;223210008776
Z210;P2-31A;PW935231-32-RF;551;;1;N1RF1;P120;Setting;Body NG;1.000;PCS;Shamratul Nahar Mohammad;2024-01-11;2024-01-10;IPS12101;223210008776
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;Hump;2.000;PCS;Shamratul Nahar Mohammad;2024-01-11;2024-01-10;IPS12101;223210008776
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-01-11;2024-01-10;IPS12101;223210008776
