Z210;D27A;67462-BZ110-SG;551;;1;N1P1;P120;Setting;D-Test;6.000;PCS;Shamratul Nahar Mohammad;2023-07-07;2023-07-04;IPS12105;223210007766
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Setting;Body NG;1.000;PCS;Shamratul Nahar Mohammad;2023-07-07;2023-07-04;IPS12101;223210007766
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Setting;Body NG;1.000;PCS;Shamratul Nahar Mohammad;2023-07-07;2023-07-04;IPS12101;223210007766
Z210;P2-13A;PW935231-32-RF;551;;1;N1RF1;P120;Setting;Body NG;1.000;PCS;Shamratul Nahar Mohammad;2023-07-07;2023-07-04;IPS12101;223210007766
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;Crimping NG;7.000;PCS;Shamratul Nahar Mohammad;2023-07-07;2023-07-04;IPS12101;223210007766
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;Crimping NG;1.000;PCS;Shamratul Nahar Mohammad;2023-07-07;2023-07-04;IPS12101;223210007766
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Crimping NG;8.000;PCS;Shamratul Nahar Mohammad;2023-07-07;2023-07-04;IPS12101;223210007766
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-07-07;2023-07-04;IPS12101;223210007766
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-07-07;2023-07-04;IPS12101;223210007766
