Z210;D27A;67472-BZ040-SG;551;;1;N1P1;P120;Process;THREAD NG;3.000;PCS;Shamratul Nahar Mohammad;2024-11-01;2024-10-30;IPS12105;223210010339
Z210;P2-13A;PW935231-32-RF;551;;1;N1RF1;P120;Setting;Bending NG;3.000;PCS;Shamratul Nahar Mohammad;2024-11-01;2024-10-30;IPS12101;223210010339
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Setting;Body NG;3.000;PCS;Shamratul Nahar Mohammad;2024-11-01;2024-10-30;IPS12101;223210010339
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Setting;Body NG;3.000;PCS;Shamratul Nahar Mohammad;2024-11-01;2024-10-30;IPS12101;223210010339
Z210;P2-13A;PW935231-32-RF;551;;1;N1RF1;P120;Setting;Body NG;3.000;PCS;Shamratul Nahar Mohammad;2024-11-01;2024-10-30;IPS12101;223210010339
Z210;P2-31A;PW935700-RF;551;;1;N1RF1;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2024-11-01;2024-10-30;IPS12101;223210010339
Z210;P2-31A;PW935702-RF;551;;1;N1RF2;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2024-11-01;2024-10-30;IPS12101;223210010339
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;Crimping NG;1.000;PCS;Shamratul Nahar Mohammad;2024-11-01;2024-10-30;IPS12101;223210010339
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;Crimping NG;3.000;PCS;Shamratul Nahar Mohammad;2024-11-01;2024-10-30;IPS12101;223210010339
