Z110;P2-13A;RM-CLG-0.65X70;551;;1;N1RF1;P110;Process;Hump;2.000;KG;Shamratul Nahar Mohammad;2024-01-31;2024-01-29;IPS12101;223210008886
Z210;D27A;67455-BZ020-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2024-01-31;2024-01-29;IPS12105;223210008886
Z210;D92A;67465-BZ120-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2024-01-31;2024-01-29;IPS12105;223210008886
Z210;D92A;67457-BZ180-SGP3;551;;1;N1P3;P120;Setting;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2024-01-31;2024-01-29;IPS12105;223210008886
Z210;D92A;67458-BZ180-SGP3;551;;1;N1P3;P120;Setting;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2024-01-31;2024-01-29;IPS12105;223210008886
Z210;D38L;67465-BZ070-SG-2;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2024-01-31;2024-01-29;IPS12105;223210008886
Z210;P2-30A;PW933718-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2024-01-31;2024-01-29;IPS12105;223210008886
Z210;P2-13A;PW935249-SG;551;;1;N1P1;P120;Setting;D-Test;5.000;PCS;Shamratul Nahar Mohammad;2024-01-31;2024-01-29;IPS12105;223210008886
Z210;P2-13A;PW935104-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2024-01-31;2024-01-29;IPS12105;223210008886
