Z210;D87A;67467-BZ170-SG;551;;1;N1P1;P120;Process;THREAD NG;2.000;PCS;Shamratul Nahar Mohammad;2024-03-18;2024-03-13;IPS12105;223210009105
Z210;P2-30A;PW935595-RF;551;;1;N1RF2;P120;Process;Welding NG;3.000;PCS;Shamratul Nahar Mohammad;2024-03-18;2024-03-13;IPS12101;223210009105
Z210;P2-30A;PW935231-32-RF;551;;1;N1RF1;P120;Process;Welding NG;2.000;PCS;Shamratul Nahar Mohammad;2024-03-18;2024-03-13;IPS12101;223210009105
Z210;P2-30A;PW933800-RF;551;;1;N1RF1;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2024-03-18;2024-03-13;IPS12101;223210009105
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2024-03-18;2024-03-13;IPS12101;223210009105
Z210;P2-30A;PW932578-RF;551;;1;N1RF1;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2024-03-18;2024-03-13;IPS12101;223210009105
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2024-03-18;2024-03-13;IPS12101;223210009105
Z210;P2-31A;PW935699-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-03-18;2024-03-13;IPS12101;223210009105
