Z110;P2-13A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Others;18.300;KG;Shamratul Nahar Mohammad;2024-10-24;2024-10-19;IPS12101;223210010288
Z210;D87A;67467-BZ170-SG;551;;1;N1P1;P120;Process;THREAD NG;3.000;PCS;Shamratul Nahar Mohammad;2024-10-24;2024-10-19;IPS12105;223210010288
Z210;D63D;67458-BZ110-SG;551;;1;N1P1;P120;Process;THREAD NG;23.000;PCS;Shamratul Nahar Mohammad;2024-10-24;2024-10-19;IPS12105;223210010288
Z210;D87A;67455-BZ040-SG;551;;1;N1P1;P120;Setting;D-Test;5.000;PCS;Shamratul Nahar Mohammad;2024-10-24;2024-10-19;IPS12105;223210010288
Z210;D87A;67465-BZ060-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2024-10-24;2024-10-19;IPS12105;223210010288
Z210;D27A;67465-BZ100-SG;551;;1;N1P1;P120;Setting;D-Test;7.000;PCS;Shamratul Nahar Mohammad;2024-10-24;2024-10-19;IPS12105;223210010288
Z210;D55L;67463-BZ180-SG;551;;1;N1P1;P120;Setting;D-Test;4.000;PCS;Shamratul Nahar Mohammad;2024-10-24;2024-10-19;IPS12105;223210010288
