Z110;P2-13A;RM-CLS-0.8X143.5;551;;1;N1RF1;P110;Process;Others;51.000;KG;Shamratul Nahar Mohammad;2024-10-24;2024-10-23;IPS12101;223210010305
Z210;D74A;67457-BZ200-SG;551;;1;N1P1;P120;Process;THREAD NG;2.000;PCS;Shamratul Nahar Mohammad;2024-10-24;2024-10-23;IPS12105;223210010305
Z210;D27A;67472-BZ040-SG;551;;1;N1P1;P120;Process;THREAD NG;11.000;PCS;Shamratul Nahar Mohammad;2024-10-24;2024-10-23;IPS12105;223210010305
Z210;D20N;67457-BZ140-SG;551;;1;N1P1;P120;Process;THREAD NG;7.000;PCS;Shamratul Nahar Mohammad;2024-10-24;2024-10-23;IPS12105;223210010305
Z210;D20N;67458-BZ140-SG;551;;1;N1P1;P120;Process;THREAD NG;30.000;PCS;Shamratul Nahar Mohammad;2024-10-24;2024-10-23;IPS12105;223210010305
Z210;P2-13A;PW935245-SG;551;;1;N1P1;P120;Process;THREAD NG;6.000;PCS;Shamratul Nahar Mohammad;2024-10-24;2024-10-23;IPS12105;223210010305
Z210;D27A;67465-BZ100-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2024-10-24;2024-10-23;IPS12105;223210010305
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;Dented;4.000;PCS;Shamratul Nahar Mohammad;2024-10-24;2024-10-23;IPS12101;223210010305
Z210;P2-30A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;6.000;PCS;Shamratul Nahar Mohammad;2024-10-24;2024-10-23;IPS12101;223210010305
