Z210;D27A;67472-BZ040-SG;551;;1;N1P1;P120;Process;THREAD NG;9.000;PCS;Shamratul Nahar Mohammad;2024-09-20;2024-09-06;IPS12105;223210010094
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;Level NG;3.000;PCS;Shamratul Nahar Mohammad;2024-09-20;2024-09-06;IPS12101;223210010094
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2024-09-20;2024-09-06;IPS12101;223210010094
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2024-09-20;2024-09-06;IPS12101;223210010094
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2024-09-20;2024-09-06;IPS12101;223210010094
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;Cutting NG;2.000;PCS;Shamratul Nahar Mohammad;2024-09-20;2024-09-06;IPS12101;223210010094
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;1.000;PCS;Shamratul Nahar Mohammad;2024-09-20;2024-09-06;IPS12101;223210010094
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;Shamratul Nahar Mohammad;2024-09-20;2024-09-06;IPS12101;223210010094
