Z110;P2-30A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Others;3.500;KG;Shamratul Nahar Mohammad;2024-08-20;2024-08-09;IPS12101;223210009930
Z210;D87A;67455-BZ040-SG;551;;1;N1P1;P120;Setting;D-Test;6.000;PCS;Shamratul Nahar Mohammad;2024-08-20;2024-08-09;IPS12105;223210009930
Z210;D87A;67465-BZ060-SG;551;;1;N1P1;P120;Setting;D-Test;6.000;PCS;Shamratul Nahar Mohammad;2024-08-20;2024-08-09;IPS12105;223210009930
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;Shamratul Nahar Mohammad;2024-08-20;2024-08-09;IPS12101;223210009930
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;Shamratul Nahar Mohammad;2024-08-20;2024-08-09;IPS12101;223210009930
Z210;D74A;68171-72-BZ270-EX;551;;1;N1TPX1;P120;Process;Dented;15.000;PCS;Shamratul Nahar Mohammad;2024-08-20;2024-08-20;IPS12103;223210009930
