Z210;D87A;67455-BZ040-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2024-09-26;2024-09-23;IPS12105;223210010147
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Cutting NG;5.000;PCS;Shamratul Nahar Mohammad;2024-09-26;2024-09-23;IPS12101;223210010147
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;Shamratul Nahar Mohammad;2024-09-26;2024-09-23;IPS12101;223210010147
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;Shamratul Nahar Mohammad;2024-09-26;2024-09-23;IPS12101;223210010147
Z110;P2-13A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Others;59.600;KG;Shamratul Nahar Mohammad;2024-09-26;2024-09-23;IPS12101;223210010147
Z110;P2-13A;RM-CLS-0.7X103;551;;1;N1RF2;P110;Process;Others;5.300;KG;Shamratul Nahar Mohammad;2024-09-26;2024-09-23;IPS12101;223210010147
