Z110;P2-13A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Hump;29.600;KG;Shamratul Nahar Mohammad;2023-12-19;2023-12-11;IPS12101;223210008643
Z210;D27A;67457-BZ160-SGP3;551;;1;N1P1;P120;Setting;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2023-12-19;2023-12-11;IPS12105;223210008643
Z210;D27A;67458-BZ150-SGP3;551;;1;N1P1;P120;Setting;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2023-12-19;2023-12-11;IPS12105;223210008643
Z210;D92A;67467-BZ250-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2023-12-19;2023-12-11;IPS12105;223210008643
Z210;D92A;67465-BZ120-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2023-12-19;2023-12-11;IPS12105;223210008643
Z210;D92A;67453-BZ180-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2023-12-19;2023-12-11;IPS12105;223210008643
Z210;P2-30A;PW933718-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2023-12-19;2023-12-11;IPS12105;223210008643
Z210;P2-13A;PW935103-SG;551;;1;N1P1;P120;Setting;D-Test;5.000;PCS;Shamratul Nahar Mohammad;2023-12-19;2023-12-11;IPS12105;223210008643
