Z210;D87A;67455-BZ040-SG;551;;1;N1P1;P120;Setting;D-Test;4.000;PCS;Shamratul Nahar Mohammad;2023-08-23;2023-08-17;IPS12105;223210008009
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;Welding NG;3.000;PCS;Shamratul Nahar Mohammad;2023-08-23;2023-08-17;IPS12101;223210008009
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2023-08-23;2023-08-17;IPS12101;223210008009
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Welding NG;4.000;PCS;Shamratul Nahar Mohammad;2023-08-23;2023-08-17;IPS12101;223210008009
Z210;P2-13A;PW935212-RF;551;;1;N1RF1;P120;Process;Body NG;15.000;PCS;Shamratul Nahar Mohammad;2023-08-23;2023-08-17;IPS12101;223210008009
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;Body NG;15.000;PCS;Shamratul Nahar Mohammad;2023-08-23;2023-08-17;IPS12101;223210008009
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;Hump;3.000;PCS;Shamratul Nahar Mohammad;2023-08-23;2023-08-17;IPS12101;223210008009
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Hump;3.000;PCS;Shamratul Nahar Mohammad;2023-08-23;2023-08-17;IPS12101;223210008009
