Z210;D74A;67457-BZ200-SG;551;;1;N1P1;P120;Process;THREAD NG;6.000;PCS;Shamratul Nahar Mohammad;2024-10-25;2024-10-24;IPS12105;223210010308
Z210;D92A;67455-BZ100-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2024-10-25;2024-10-24;IPS12105;223210010308
Z210;D27A;67465-BZ100-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2024-10-25;2024-10-24;IPS12105;223210010308
Z210;D55L;67462-BZ090-SG;551;;1;N1P1;P120;Setting;D-Test;6.000;PCS;Shamratul Nahar Mohammad;2024-10-25;2024-10-24;IPS12105;223210010308
Z210;D55L;67467-BZ230-SG;551;;1;N1P1;P120;Setting;D-Test;6.000;PCS;Shamratul Nahar Mohammad;2024-10-25;2024-10-24;IPS12105;223210010308
Z210;D55L;67463-BZ180-SG;551;;1;N1P1;P120;Setting;D-Test;7.000;PCS;Shamratul Nahar Mohammad;2024-10-25;2024-10-24;IPS12105;223210010308
Z210;P2-30A;PW933718-SG;551;;1;N1P1;P120;Setting;D-Test;6.000;PCS;Shamratul Nahar Mohammad;2024-10-25;2024-10-24;IPS12105;223210010308
Z210;P2-13A;PW935215-16 RF;551;;1;N1RF1;P120;Process;Bending NG;2.000;PCS;Shamratul Nahar Mohammad;2024-10-25;2024-10-24;IPS12101;223210010308
Z210;P2-13A;PW935231-32-RF;551;;1;N1RF1;P120;Process;Bending NG;2.000;PCS;Shamratul Nahar Mohammad;2024-10-25;2024-10-24;IPS12101;223210010308
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2024-10-25;2024-10-24;IPS12101;223210010308
