Z110;P2-13A;RM-CLS-0.8X143.5;551;;1;N1RF1;P110;Process;Dented;3.000;KG;Shamratul Nahar Mohammad;2023-11-23;2023-11-14;IPS12101;223210008500
Z210;D55L;67462-BZ090-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-14;IPS12105;223210008500
Z210;D55L;67453-BZ140-SG;551;;1;N1P1;P120;Setting;D-Test;4.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-14;IPS12105;223210008500
Z210;D38L;67457-BZ150-SGP3;551;;1;N1P3;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-14;IPS12105;223210008500
Z210;D38L;67458-BZ130-SGP3;551;;1;N1P3;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-14;IPS12105;223210008500
Z210;D27A;67465-BZ100-SG;551;;1;N1P1;P120;Setting;D-Test;14.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-14;IPS12105;223210008500
Z210;D27A;67451-BZ070-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-14;IPS12105;223210008500
Z210;D27A;67462-BZ110-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-14;IPS12105;223210008500
Z210;P2-30A;PW933718-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-14;IPS12105;223210008500
Z210;P2-13A;PW935103-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2023-11-23;2023-11-14;IPS12105;223210008500
