Z110;P2-13A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Hump;42.000;KG;Shamratul Nahar Mohammad;2024-01-27;2024-01-23;IPS12101;223210008847
Z210;D27A;67462-BZ110-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2024-01-27;2024-01-23;IPS12105;223210008847
Z210;D27A;67455-BZ020-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2024-01-27;2024-01-23;IPS12105;223210008847
Z210;D27A;67465-BZ100-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2024-01-27;2024-01-23;IPS12105;223210008847
Z210;D38L;67457-BZ150-SGP3;551;;1;N1P3;P120;Setting;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2024-01-27;2024-01-23;IPS12105;223210008847
Z210;D38L;67458-BZ130-SGP3;551;;1;N1P3;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2024-01-27;2024-01-23;IPS12105;223210008847
Z210;D38L;67453-BZ110-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2024-01-27;2024-01-23;IPS12105;223210008847
Z210;P2-30A;PW933718-SG;551;;1;N1P1;P120;Setting;D-Test;6.000;PCS;Shamratul Nahar Mohammad;2024-01-27;2024-01-23;IPS12105;223210008847
Z210;P2-30A;PW933725-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2024-01-27;2024-01-23;IPS12105;223210008847
Z210;P2-13A;PW935503-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2024-01-27;2024-01-23;IPS12105;223210008847
